"unique_id","population_count","measure_id","data_value","short_question_text"
"3651000-36081080301",4382,"DIABETES",12.9,"Diabetes"
"3651000-36081080302",3504,"DIABETES",11.4,"Diabetes"
"3651000-36081080900",6850,"DIABETES",9.1,"Diabetes"
"3651000-36081081400",3543,"DIABETES",13.2,"Diabetes"
"3651000-36081081800",3478,"DIABETES",15.1,"Diabetes"
"3651000-36081083700",5388,"DIABETES",14.3,"Diabetes"
"3651000-36081083800",4970,"DIABETES",11.1,"Diabetes"
"3651000-36081084000",6478,"DIABETES",12.9,"Diabetes"
"3651000-36081084500",5318,"DIABETES",18.2,"Diabetes"
"3651000-36081084601",2730,"DIABETES",10.8,"Diabetes"
"3651000-36081084602",1053,"DIABETES",11.9,"Diabetes"
"3651000-36081084900",7642,"DIABETES",17.1,"Diabetes"
"3651000-36081085300",5764,"DIABETES",16.2,"Diabetes"
"3651000-36081085500",6649,"DIABETES",14.7,"Diabetes"
"3651000-36081085700",5953,"DIABETES",16.5,"Diabetes"
"3651000-36081085900",5873,"DIABETES",13.7,"Diabetes"
"3651000-36081086100",2370,"DIABETES",14.1,"Diabetes"
"3651000-36081086300",7277,"DIABETES",14.4,"Diabetes"
"3651000-36081086400",2634,"DIABETES",10.9,"Diabetes"
"3651000-36081086500",4514,"DIABETES",17.1,"Diabetes"
"3651000-36081086900",2131,"DIABETES",15.3,"Diabetes"
"3651000-36081087100",1752,"DIABETES",13.9,"Diabetes"
"3651000-36081088400",7337,"DIABETES",10,"Diabetes"
"3651000-36081088901",10266,"DIABETES",14.3,"Diabetes"
"3651000-36081089200",7430,"DIABETES",9.6,"Diabetes"
"3651000-36081090700",1355,"DIABETES",11.2,"Diabetes"
"3651000-36081091601",4079,"DIABETES",9.2,"Diabetes"
"3651000-36081091900",5766,"DIABETES",13.1,"Diabetes"
"3651000-36081092200",2206,"DIABETES",7.9,"Diabetes"
"3651000-36081092500",3681,"DIABETES",11,"Diabetes"
"3651000-36081092800",3246,"DIABETES",8.1,"Diabetes"
"3651000-36081092900",6496,"DIABETES",11.1,"Diabetes"
"3651000-36081093401",3789,"DIABETES",8.5,"Diabetes"
"3651000-36081093402",3657,"DIABETES",9,"Diabetes"
"3651000-36081093800",5218,"DIABETES",13.2,"Diabetes"
"3651000-36081093900",4400,"DIABETES",11.3,"Diabetes"
"3651000-36081094201",3380,"DIABETES",11,"Diabetes"
"3651000-36081094202",4700,"DIABETES",11.1,"Diabetes"
"3651000-36081094203",5369,"DIABETES",11.9,"Diabetes"
"3651000-36081094500",3971,"DIABETES",10.8,"Diabetes"
"3651000-36081094700",2577,"DIABETES",10.3,"Diabetes"
"3651000-36081095400",5368,"DIABETES",12.3,"Diabetes"
"3651000-36081096400",4441,"DIABETES",13.8,"Diabetes"
"3651000-36081097202",2795,"DIABETES",13.3,"Diabetes"
"3651000-36081097203",6865,"DIABETES",18,"Diabetes"
"3651000-36081097204",3544,"DIABETES",17.2,"Diabetes"
"3651000-36081097300",2016,"DIABETES",10.5,"Diabetes"
"3651000-36081098100",2249,"DIABETES",9.6,"Diabetes"
"3651000-36081098700",2444,"DIABETES",9.3,"Diabetes"
"3651000-36081099100",6507,"DIABETES",10.1,"Diabetes"
"3651000-36081099200",3803,"DIABETES",14.4,"Diabetes"
"3651000-36081099701",2670,"DIABETES",9.3,"Diabetes"
"3651000-36081099703",3892,"DIABETES",9.5,"Diabetes"
"3651000-36081099704",6868,"DIABETES",11.2,"Diabetes"
"3651000-36081099705",2632,"DIABETES",9.4,"Diabetes"
"3651000-36081099801",7608,"DIABETES",12.7,"Diabetes"
"3651000-36081099802",5283,"DIABETES",16.5,"Diabetes"
"3651000-36081100801",2327,"DIABETES",10.9,"Diabetes"
"3651000-36081100802",8106,"DIABETES",12.1,"Diabetes"
"3651000-36081101001",9943,"DIABETES",16.9,"Diabetes"
"3651000-36081101002",4138,"DIABETES",12.8,"Diabetes"
"3651000-36081101700",5689,"DIABETES",10.3,"Diabetes"
"3651000-36081102900",3319,"DIABETES",11.1,"Diabetes"
"3651000-36081103201",6456,"DIABETES",13.7,"Diabetes"
"3651000-36081103202",6197,"DIABETES",11.3,"Diabetes"
"3651000-36081103300",4116,"DIABETES",9.6,"Diabetes"
"3651000-36081103900",6151,"DIABETES",9.1,"Diabetes"
"3651000-36081104700",7314,"DIABETES",11.6,"Diabetes"
"3651000-36081105900",3556,"DIABETES",11.3,"Diabetes"
"3651000-36081107201",2443,"DIABETES",8.4,"Diabetes"
"3651000-36081108500",2613,"DIABETES",10.8,"Diabetes"
"3651000-36081109300",3034,"DIABETES",10.1,"Diabetes"
"3651000-36081109700",1887,"DIABETES",8.4,"Diabetes"
"3651000-36081109900",3277,"DIABETES",9.1,"Diabetes"
"3651000-36081111300",2559,"DIABETES",9.5,"Diabetes"
"3651000-36081112300",2102,"DIABETES",8,"Diabetes"
"3651000-36081112900",2242,"DIABETES",8.3,"Diabetes"
"3651000-36081113300",1537,"DIABETES",9,"Diabetes"
"3651000-36081113900",3322,"DIABETES",10.7,"Diabetes"
"3651000-36081114100",2406,"DIABETES",9.2,"Diabetes"
"3651000-36081114700",1673,"DIABETES",10.2,"Diabetes"
"3651000-36081115100",1116,"DIABETES",10.4,"Diabetes"
"3651000-36081115500",2114,"DIABETES",10.5,"Diabetes"
"3651000-36081115700",3388,"DIABETES",13.2,"Diabetes"
"3651000-36081115900",3991,"DIABETES",14,"Diabetes"
"3651000-36081116100",4589,"DIABETES",15.9,"Diabetes"
"3651000-36081116300",9104,"DIABETES",16.7,"Diabetes"
"3651000-36081116700",2067,"DIABETES",14.9,"Diabetes"
"3651000-36081117100",2743,"DIABETES",12.7,"Diabetes"
"3651000-36081117500",4990,"DIABETES",10.1,"Diabetes"
"3651000-36081118100",1840,"DIABETES",9.4,"Diabetes"
"3651000-36081118500",2114,"DIABETES",11.4,"Diabetes"
"3651000-36081118700",2521,"DIABETES",12.9,"Diabetes"
"3651000-36081118900",2468,"DIABETES",10.4,"Diabetes"
"3651000-36081119100",3273,"DIABETES",11.3,"Diabetes"
"3651000-36081119300",2252,"DIABETES",12.3,"Diabetes"
"3651000-36081119500",1349,"DIABETES",9.8,"Diabetes"
"3651000-36081119900",1507,"DIABETES",13.2,"Diabetes"
"3651000-36081120100",1668,"DIABETES",14,"Diabetes"
"3651000-36081120300",1642,"DIABETES",12.6,"Diabetes"
"3651000-36081120500",3024,"DIABETES",17.7,"Diabetes"
"3651000-36081120700",2794,"DIABETES",11.1,"Diabetes"
"3651000-36081121500",4101,"DIABETES",12.2,"Diabetes"
"3651000-36081122300",3533,"DIABETES",11.7,"Diabetes"
"3651000-36081122701",10910,"DIABETES",11.2,"Diabetes"
"3651000-36081122702",6427,"DIABETES",15.7,"Diabetes"
"3651000-36081124100",3897,"DIABETES",10.9,"Diabetes"
"3651000-36081124700",3550,"DIABETES",10.3,"Diabetes"
"3651000-36081125700",3203,"DIABETES",12.3,"Diabetes"
"3651000-36081126500",1660,"DIABETES",12.4,"Diabetes"
"3651000-36081126700",4057,"DIABETES",6.1,"Diabetes"
"3651000-36081127700",3633,"DIABETES",8.9,"Diabetes"
"3651000-36081128300",73,"DIABETES",9.3,"Diabetes"
"3651000-36081129102",3341,"DIABETES",9.7,"Diabetes"
"3651000-36081129103",3566,"DIABETES",10.4,"Diabetes"
"3651000-36081129104",4102,"DIABETES",8.8,"Diabetes"
"3651000-36081130100",3791,"DIABETES",11.3,"Diabetes"
"3651000-36081133300",3679,"DIABETES",10.7,"Diabetes"
"3651000-36081133900",1302,"DIABETES",10.5,"Diabetes"
"3651000-36081134100",3259,"DIABETES",11,"Diabetes"
"3651000-36081134700",9572,"DIABETES",10.3,"Diabetes"
"3651000-36081136700",5879,"DIABETES",10.8,"Diabetes"
"3651000-36081137700",6606,"DIABETES",10.8,"Diabetes"
"3651000-36081138501",4743,"DIABETES",11.1,"Diabetes"
"3651000-36081138502",72,"DIABETES",14.2,"Diabetes"
"3651000-36081139900",1744,"DIABETES",10.4,"Diabetes"
"3651000-36081140300",2302,"DIABETES",11.2,"Diabetes"
"3651000-36081140901",914,"DIABETES",9.7,"Diabetes"
"3651000-36081140902",2603,"DIABETES",10.7,"Diabetes"
"3651000-36081141700",4475,"DIABETES",10.1,"Diabetes"
"3651000-36081142900",3624,"DIABETES",9.9,"Diabetes"
"3651000-36081143500",2199,"DIABETES",10.4,"Diabetes"
"3651000-36081144100",2926,"DIABETES",9.4,"Diabetes"
"3651000-36081144700",2927,"DIABETES",11.6,"Diabetes"
"3651000-36081145101",1360,"DIABETES",10,"Diabetes"
"3651000-36081145102",2468,"DIABETES",10.1,"Diabetes"
"3651000-36081145900",2772,"DIABETES",10.6,"Diabetes"
"3651000-36081146300",3000,"DIABETES",11.1,"Diabetes"
"3651000-36081146700",2736,"DIABETES",7.9,"Diabetes"
"3651000-36081147100",3341,"DIABETES",10.5,"Diabetes"
"3651000-36081147900",4241,"DIABETES",10.2,"Diabetes"
"3651000-36081148300",2863,"DIABETES",9.3,"Diabetes"
"3651000-36081150701",2930,"DIABETES",9.1,"Diabetes"
"3651000-36081150702",3178,"DIABETES",11.2,"Diabetes"
"3651000-36081152901",6401,"DIABETES",10.4,"Diabetes"
"3651000-36081152902",5126,"DIABETES",9.8,"Diabetes"
"3651000-36081155101",1806,"DIABETES",13.6,"Diabetes"
"3651000-36081155102",8185,"DIABETES",10.4,"Diabetes"
"3651000-36081156700",1790,"DIABETES",14.8,"Diabetes"
"3651000-36081157101",7216,"DIABETES",10.6,"Diabetes"
"3651000-36081157102",1996,"DIABETES",10.4,"Diabetes"
"3651000-36081157901",4800,"DIABETES",10.3,"Diabetes"
"3651000-36081157902",3836,"DIABETES",10.6,"Diabetes"
"3651000-36081157903",3944,"DIABETES",10.2,"Diabetes"
"3651000-36081161700",4297,"DIABETES",9,"Diabetes"
"3651000-36081162100",6197,"DIABETES",10.1,"Diabetes"
"3651000-36085000300",1927,"DIABETES",10.2,"Diabetes"
"3651000-36085000600",2408,"DIABETES",13.6,"Diabetes"
"3651000-36085000700",4915,"DIABETES",13.7,"Diabetes"
"3651000-36085000800",5583,"DIABETES",9.2,"Diabetes"
"3651000-36085000900",2112,"DIABETES",14,"Diabetes"
"3651000-36085001100",3987,"DIABETES",11.6,"Diabetes"
"3651000-36085001700",1788,"DIABETES",10.6,"Diabetes"
"3651000-36085001800",731,"DIABETES",4.3,"Diabetes"
"3651000-36085002001",2504,"DIABETES",9,"Diabetes"
"3651000-36085002002",3258,"DIABETES",9.8,"Diabetes"
"3651000-36085002100",4236,"DIABETES",12.7,"Diabetes"
"3651000-36085002700",2217,"DIABETES",18.1,"Diabetes"
"3651000-36085002900",5207,"DIABETES",14.6,"Diabetes"
"3651000-36085003300",3402,"DIABETES",9.8,"Diabetes"
"3651000-36085003600",2510,"DIABETES",10.5,"Diabetes"
"3651000-36085003900",2197,"DIABETES",9.1,"Diabetes"
"3651000-36085004000",12998,"DIABETES",13.4,"Diabetes"
"3651000-36085004700",3863,"DIABETES",7.3,"Diabetes"
"3651000-36085005000",3847,"DIABETES",10.5,"Diabetes"
"3651000-36085005900",2635,"DIABETES",9.4,"Diabetes"
"3651000-36085006400",3550,"DIABETES",10.9,"Diabetes"
"3651000-36085006700",2758,"DIABETES",9.2,"Diabetes"
"3651000-36085007000",8525,"DIABETES",10.7,"Diabetes"
"3651000-36085007400",4693,"DIABETES",9.7,"Diabetes"
"3651000-36085007500",3914,"DIABETES",15.3,"Diabetes"
"3651000-36085007700",1535,"DIABETES",13.5,"Diabetes"
"3651000-36085008100",4301,"DIABETES",16.6,"Diabetes"
"3651000-36085009601",4024,"DIABETES",11.3,"Diabetes"
"3651000-36085009602",3461,"DIABETES",8.6,"Diabetes"
"3651000-36085009700",3925,"DIABETES",10.2,"Diabetes"
"3651000-36085010500",5153,"DIABETES",10.2,"Diabetes"
"3651000-36085011201",5758,"DIABETES",9.3,"Diabetes"
"3651000-36085011202",6428,"DIABETES",9.8,"Diabetes"
"3651000-36085011401",3067,"DIABETES",13.5,"Diabetes"
"3651000-36085011402",3450,"DIABETES",9.1,"Diabetes"
"3651000-36085012100",3065,"DIABETES",9.6,"Diabetes"
"3651000-36085012200",3813,"DIABETES",8.3,"Diabetes"
"3651000-36085012500",2939,"DIABETES",11.7,"Diabetes"
"3651000-36085012804",4259,"DIABETES",9.2,"Diabetes"
"3651000-36085012805",3158,"DIABETES",9.1,"Diabetes"
"3651000-36085012806",5955,"DIABETES",10.9,"Diabetes"
"3651000-36085013201",1558,"DIABETES",9.8,"Diabetes"
"3651000-36085013203",5433,"DIABETES",9.4,"Diabetes"
"3651000-36085013204",4843,"DIABETES",10.1,"Diabetes"
"3651000-36085013301",1633,"DIABETES",20,"Diabetes"
"3651000-36085013302",3587,"DIABETES",13,"Diabetes"
"3651000-36085013400",3946,"DIABETES",10.5,"Diabetes"
"3651000-36085013800",6535,"DIABETES",9.4,"Diabetes"
"3651000-36085014100",2690,"DIABETES",10,"Diabetes"
"3651000-36085014604",6422,"DIABETES",9.7,"Diabetes"
"3651000-36085014605",3836,"DIABETES",8.9,"Diabetes"
"3651000-36085014606",6372,"DIABETES",8,"Diabetes"
"3651000-36085014607",4552,"DIABETES",9.4,"Diabetes"
"3651000-36085014608",3510,"DIABETES",8.8,"Diabetes"
"3651000-36085014700",3412,"DIABETES",8.7,"Diabetes"
"3651000-36085015100",5141,"DIABETES",9.1,"Diabetes"
"3651000-36085015601",6330,"DIABETES",9.1,"Diabetes"
"3651000-36085015602",3320,"DIABETES",9.7,"Diabetes"
"3651000-36085015603",4265,"DIABETES",8.5,"Diabetes"
"3651000-36085016901",2970,"DIABETES",9.5,"Diabetes"
"3651000-36085017005",4507,"DIABETES",8,"Diabetes"
"3651000-36085017007",4968,"DIABETES",8.5,"Diabetes"
"3651000-36085017008",7388,"DIABETES",8.8,"Diabetes"
"3651000-36085017009",4299,"DIABETES",9,"Diabetes"
"3651000-36085017010",8583,"DIABETES",8.6,"Diabetes"
"3651000-36085017011",4549,"DIABETES",9.8,"Diabetes"
"3651000-36085017012",4279,"DIABETES",9.4,"Diabetes"
"3651000-36085017300",2523,"DIABETES",14.2,"Diabetes"
"3651000-36085017600",4815,"DIABETES",8.7,"Diabetes"
"3651000-36085017700",7001,"DIABETES",9.5,"Diabetes"
"3651000-36085018100",2974,"DIABETES",12.3,"Diabetes"
"3651000-36085018701",1807,"DIABETES",9.9,"Diabetes"
"3651000-36085018702",7485,"DIABETES",10.9,"Diabetes"
"3651000-36085018901",5333,"DIABETES",11,"Diabetes"
"3651000-36085018902",5064,"DIABETES",10.2,"Diabetes"
"3651000-36085019700",1867,"DIABETES",8.2,"Diabetes"
"3651000-36085019800",6300,"DIABETES",8,"Diabetes"
"3651000-36085020100",3572,"DIABETES",9,"Diabetes"
"3651000-36085020700",6399,"DIABETES",13.6,"Diabetes"
"3651000-36085020801",8977,"DIABETES",9.2,"Diabetes"
"3651000-36085020803",6463,"DIABETES",7.9,"Diabetes"
"3651000-36085020804",5323,"DIABETES",8.8,"Diabetes"
"3651000-36085021300",5376,"DIABETES",11.5,"Diabetes"
"3651000-36085022300",2880,"DIABETES",11,"Diabetes"
"3651000-36085022600",8490,"DIABETES",7.6,"Diabetes"
"3651000-36085022800",105,"DIABETES",5.9,"Diabetes"
"3651000-36085023100",4683,"DIABETES",12.1,"Diabetes"
"3651000-36085023900",3250,"DIABETES",11.1,"Diabetes"
"3651000-36085024401",5823,"DIABETES",8.9,"Diabetes"
"3651000-36085024402",4259,"DIABETES",7.6,"Diabetes"
"3651000-36085024700",2702,"DIABETES",10.4,"Diabetes"
"3651000-36085024800",4741,"DIABETES",8.3,"Diabetes"
"3651000-36085025100",5714,"DIABETES",9.2,"Diabetes"
"3651000-36085027301",3820,"DIABETES",10.6,"Diabetes"
"3651000-36085027302",3667,"DIABETES",9.1,"Diabetes"
"3651000-36085027702",6193,"DIABETES",10.4,"Diabetes"
"3651000-36085027704",4108,"DIABETES",9.3,"Diabetes"
"3651000-36085027705",5351,"DIABETES",9.9,"Diabetes"
"3651000-36085027706",2950,"DIABETES",10,"Diabetes"
"3651000-36085027900",2137,"DIABETES",11.5,"Diabetes"
"3651000-36085029102",2953,"DIABETES",8.2,"Diabetes"
"3651000-36085029103",7245,"DIABETES",9.9,"Diabetes"
"3651000-36085029104",6735,"DIABETES",9.6,"Diabetes"
"3651000-36085030301",4929,"DIABETES",10.2,"Diabetes"
"3651000-36085030302",6369,"DIABETES",9.9,"Diabetes"
"3651000-36085031901",3265,"DIABETES",13.6,"Diabetes"
"3651000-36085031902",4848,"DIABETES",13.8,"Diabetes"
"3651000-36085032300",1250,"DIABETES",12.4,"Diabetes"
"3651000-36005000100",11091,"KIDNEY",2.4,"Chronic Kidney Disease"
"3651000-36005000200",4334,"KIDNEY",3,"Chronic Kidney Disease"
"3651000-36005000400",5503,"KIDNEY",2.7,"Chronic Kidney Disease"
"3651000-36005001600",5643,"KIDNEY",4.6,"Chronic Kidney Disease"
"3651000-36005001900",1917,"KIDNEY",2.8,"Chronic Kidney Disease"
"3651000-36005002000",8731,"KIDNEY",4.7,"Chronic Kidney Disease"
"3651000-36005002300",4933,"KIDNEY",5.5,"Chronic Kidney Disease"
"3651000-36005002500",5491,"KIDNEY",4.1,"Chronic Kidney Disease"
"3651000-36005002701",3113,"KIDNEY",4.6,"Chronic Kidney Disease"
"3651000-36005002702",4475,"KIDNEY",4.1,"Chronic Kidney Disease"
"3651000-36005002800",5586,"KIDNEY",3.1,"Chronic Kidney Disease"
"3651000-36005003100",1597,"KIDNEY",3,"Chronic Kidney Disease"
"3651000-36005003300",3413,"KIDNEY",4.5,"Chronic Kidney Disease"
"3651000-36005003500",3761,"KIDNEY",3.8,"Chronic Kidney Disease"
"3651000-36005003700",245,"KIDNEY",4,"Chronic Kidney Disease"
"3651000-36005003800",1264,"KIDNEY",3.4,"Chronic Kidney Disease"
"3651000-36005003900",6475,"KIDNEY",3.8,"Chronic Kidney Disease"
"3651000-36005004001",1420,"KIDNEY",3.5,"Chronic Kidney Disease"
"3651000-36005004100",6127,"KIDNEY",4.8,"Chronic Kidney Disease"
"3651000-36005004200",7143,"KIDNEY",4.6,"Chronic Kidney Disease"
"3651000-36005004300",5056,"KIDNEY",4.5,"Chronic Kidney Disease"
"3651000-36005004400",4797,"KIDNEY",5.1,"Chronic Kidney Disease"
"3651000-36005004600",1555,"KIDNEY",4.3,"Chronic Kidney Disease"
"3651000-36005004800",3883,"KIDNEY",3.7,"Chronic Kidney Disease"
"3651000-36005005001",4767,"KIDNEY",3.7,"Chronic Kidney Disease"
"3651000-36005005002",5823,"KIDNEY",3.8,"Chronic Kidney Disease"
"3651000-36005005100",5810,"KIDNEY",4.7,"Chronic Kidney Disease"
"3651000-36005005200",2031,"KIDNEY",4.2,"Chronic Kidney Disease"
"3651000-36005005300",4669,"KIDNEY",4.3,"Chronic Kidney Disease"
"3651000-36005005400",5853,"KIDNEY",3.7,"Chronic Kidney Disease"
"3651000-36005005600",2711,"KIDNEY",4.5,"Chronic Kidney Disease"
"3651000-36005005902",2582,"KIDNEY",4.2,"Chronic Kidney Disease"
"3651000-36005006000",1129,"KIDNEY",3.3,"Chronic Kidney Disease"
"3651000-36005006100",3713,"KIDNEY",4.2,"Chronic Kidney Disease"
"3651000-36005006200",6585,"KIDNEY",4.4,"Chronic Kidney Disease"
"3651000-36005006300",5280,"KIDNEY",3.2,"Chronic Kidney Disease"
"3651000-36005006400",3967,"KIDNEY",4,"Chronic Kidney Disease"
"3651000-36005006500",5337,"KIDNEY",3.9,"Chronic Kidney Disease"
"3651000-36005006700",6984,"KIDNEY",4.9,"Chronic Kidney Disease"
"3651000-36005006800",2897,"KIDNEY",3.4,"Chronic Kidney Disease"
"3651000-36005006900",7564,"KIDNEY",3.8,"Chronic Kidney Disease"
"3651000-36005007000",4584,"KIDNEY",3.6,"Chronic Kidney Disease"
"3651000-36005007100",1907,"KIDNEY",3.2,"Chronic Kidney Disease"
"3651000-36005007200",5432,"KIDNEY",3.5,"Chronic Kidney Disease"
"3651000-36005007300",3893,"KIDNEY",4.6,"Chronic Kidney Disease"
"3651000-36005007400",3710,"KIDNEY",3.9,"Chronic Kidney Disease"
"3651000-36005007500",4869,"KIDNEY",4.1,"Chronic Kidney Disease"
"3651000-36005007600",5190,"KIDNEY",3.7,"Chronic Kidney Disease"
"3651000-36005007700",1927,"KIDNEY",3.6,"Chronic Kidney Disease"
"3651000-36005007800",6418,"KIDNEY",3.5,"Chronic Kidney Disease"
"3651000-36005007900",6733,"KIDNEY",4.3,"Chronic Kidney Disease"
"3651000-36005008300",6155,"KIDNEY",3.9,"Chronic Kidney Disease"
"3651000-36005008400",2374,"KIDNEY",2.6,"Chronic Kidney Disease"
"3651000-36005008500",5457,"KIDNEY",3.7,"Chronic Kidney Disease"
"3651000-36005008600",4176,"KIDNEY",4.4,"Chronic Kidney Disease"
"3651000-36005008700",5466,"KIDNEY",3.9,"Chronic Kidney Disease"
"3651000-36005008900",3177,"KIDNEY",4.3,"Chronic Kidney Disease"
"3651000-36005009000",3667,"KIDNEY",3.9,"Chronic Kidney Disease"
"3651000-36005009200",5017,"KIDNEY",3.1,"Chronic Kidney Disease"
"3651000-36005009300",6356,"KIDNEY",3.5,"Chronic Kidney Disease"
"3651000-36005009600",2594,"KIDNEY",3.6,"Chronic Kidney Disease"
"3651000-36005009800",5038,"KIDNEY",3.2,"Chronic Kidney Disease"
"3651000-36005011000",151,"KIDNEY",2,"Chronic Kidney Disease"
"3651000-36005011502",4340,"KIDNEY",3.6,"Chronic Kidney Disease"
"3651000-36005011700",1585,"KIDNEY",3.8,"Chronic Kidney Disease"
"3651000-36005011800",5089,"KIDNEY",2.1,"Chronic Kidney Disease"
"3651000-36005011900",5698,"KIDNEY",4.3,"Chronic Kidney Disease"
"3651000-36005012101",3090,"KIDNEY",3.8,"Chronic Kidney Disease"
"3651000-36005012102",1631,"KIDNEY",4.6,"Chronic Kidney Disease"
"3651000-36005012300",4152,"KIDNEY",3.5,"Chronic Kidney Disease"
"3651000-36005012500",3905,"KIDNEY",3.6,"Chronic Kidney Disease"
"3651000-36005012701",2253,"KIDNEY",4.6,"Chronic Kidney Disease"
"3651000-36005012901",4015,"KIDNEY",4.5,"Chronic Kidney Disease"
"3651000-36005013000",1032,"KIDNEY",2.9,"Chronic Kidney Disease"
"3651000-36005013100",5103,"KIDNEY",3.4,"Chronic Kidney Disease"
"3651000-36005013200",5890,"KIDNEY",2.4,"Chronic Kidney Disease"
"3651000-36005013300",6384,"KIDNEY",4.1,"Chronic Kidney Disease"
"3651000-36005013500",3583,"KIDNEY",3.9,"Chronic Kidney Disease"
"3651000-36005013800",3042,"KIDNEY",2.8,"Chronic Kidney Disease"
"3651000-36005014100",3437,"KIDNEY",3.4,"Chronic Kidney Disease"
"3651000-36005014300",1003,"KIDNEY",5.5,"Chronic Kidney Disease"
"3651000-36005014400",5880,"KIDNEY",4.3,"Chronic Kidney Disease"
"3651000-36005014500",5816,"KIDNEY",5,"Chronic Kidney Disease"
"3651000-36005014701",6461,"KIDNEY",4.9,"Chronic Kidney Disease"
"3651000-36005014702",5110,"KIDNEY",4.5,"Chronic Kidney Disease"
"3651000-36005014900",4591,"KIDNEY",4.1,"Chronic Kidney Disease"
"3651000-36005015100",5409,"KIDNEY",3.1,"Chronic Kidney Disease"
"3651000-36005015200",2341,"KIDNEY",2.9,"Chronic Kidney Disease"
"3651000-36005015300",4031,"KIDNEY",4.1,"Chronic Kidney Disease"
"3651000-36005015500",3005,"KIDNEY",4.8,"Chronic Kidney Disease"
"3651000-36005015700",3580,"KIDNEY",3.5,"Chronic Kidney Disease"
"3651000-36005015800",1206,"KIDNEY",2.4,"Chronic Kidney Disease"
"3651000-36005015900",2164,"KIDNEY",5.1,"Chronic Kidney Disease"
"3651000-36005016000",3767,"KIDNEY",2.7,"Chronic Kidney Disease"
"3651000-36005016100",4380,"KIDNEY",4.4,"Chronic Kidney Disease"
"3651000-36005016200",1769,"KIDNEY",4.1,"Chronic Kidney Disease"
"3651000-36005016400",1141,"KIDNEY",2.9,"Chronic Kidney Disease"
"3651000-36005016500",1077,"KIDNEY",3.4,"Chronic Kidney Disease"
"3651000-36005016600",2166,"KIDNEY",2.7,"Chronic Kidney Disease"
"3651000-36005016700",2047,"KIDNEY",3.7,"Chronic Kidney Disease"
"3651000-36005016900",1663,"KIDNEY",3.5,"Chronic Kidney Disease"
"3651000-36005017300",5987,"KIDNEY",4.9,"Chronic Kidney Disease"
"3651000-36005017500",6911,"KIDNEY",4,"Chronic Kidney Disease"
"3651000-36005017701",4294,"KIDNEY",4.6,"Chronic Kidney Disease"
"3651000-36005017702",4805,"KIDNEY",3.9,"Chronic Kidney Disease"
"3651000-36005017901",4677,"KIDNEY",3.8,"Chronic Kidney Disease"
"3651000-36005017902",3587,"KIDNEY",3.7,"Chronic Kidney Disease"
"3651000-36005018101",3300,"KIDNEY",3.5,"Chronic Kidney Disease"
"3651000-36005018102",5555,"KIDNEY",3.7,"Chronic Kidney Disease"
"3651000-36005018301",4525,"KIDNEY",4.2,"Chronic Kidney Disease"
"3651000-36005018302",3647,"KIDNEY",3.8,"Chronic Kidney Disease"
"3651000-36005018400",3855,"KIDNEY",2.9,"Chronic Kidney Disease"
"3651000-36005018500",7466,"KIDNEY",3.3,"Chronic Kidney Disease"
"3651000-36005018900",7752,"KIDNEY",3.8,"Chronic Kidney Disease"
"3651000-36005019300",5461,"KIDNEY",4.2,"Chronic Kidney Disease"
"3651000-36005019400",1903,"KIDNEY",2.8,"Chronic Kidney Disease"
"3651000-36005019500",7756,"KIDNEY",3.6,"Chronic Kidney Disease"
"3651000-36005019700",7501,"KIDNEY",3.7,"Chronic Kidney Disease"
"3651000-36005019900",8154,"KIDNEY",3.5,"Chronic Kidney Disease"
"3651000-36005020000",4878,"KIDNEY",2.9,"Chronic Kidney Disease"
"3651000-36005020100",4013,"KIDNEY",3.7,"Chronic Kidney Disease"
"3651000-36005020200",2155,"KIDNEY",3.2,"Chronic Kidney Disease"
"3651000-36005020400",2976,"KIDNEY",2.7,"Chronic Kidney Disease"
"3651000-36005020501",6996,"KIDNEY",3.9,"Chronic Kidney Disease"
"3651000-36005020502",1764,"KIDNEY",5.2,"Chronic Kidney Disease"
"3651000-36005020601",3050,"KIDNEY",3.7,"Chronic Kidney Disease"
"3651000-36005020900",4361,"KIDNEY",3.3,"Chronic Kidney Disease"
"3651000-36005021001",8521,"KIDNEY",3.2,"Chronic Kidney Disease"
"3651000-36005021002",6839,"KIDNEY",2.9,"Chronic Kidney Disease"
"3651000-36005021100",5565,"KIDNEY",3.7,"Chronic Kidney Disease"
"3651000-36005021200",5267,"KIDNEY",2.8,"Chronic Kidney Disease"
"3651000-36005021301",1201,"KIDNEY",3.7,"Chronic Kidney Disease"
"3651000-36005021302",5415,"KIDNEY",4,"Chronic Kidney Disease"
"3651000-36005021501",3506,"KIDNEY",3.2,"Chronic Kidney Disease"
"3651000-36005021502",6051,"KIDNEY",3.8,"Chronic Kidney Disease"
"3651000-36005021601",4206,"KIDNEY",3.9,"Chronic Kidney Disease"
"3651000-36005021602",5769,"KIDNEY",3.4,"Chronic Kidney Disease"
"3651000-36005021700",5334,"KIDNEY",4.1,"Chronic Kidney Disease"
"3651000-36005021800",6499,"KIDNEY",3.4,"Chronic Kidney Disease"
"3651000-36005021900",1367,"KIDNEY",3.7,"Chronic Kidney Disease"
"3651000-36005022000",1487,"KIDNEY",3.4,"Chronic Kidney Disease"
"3651000-36005022101",3849,"KIDNEY",3.5,"Chronic Kidney Disease"
"3651000-36005022102",5488,"KIDNEY",4.3,"Chronic Kidney Disease"
